WORD TO INSERT,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
I,49200,50200,200
must,54100,55000,200
write,46400,47700,500
no,51100,52000,200
more,52800,53900,300
The,51700,53500,100
children,56500,57500,300
have,53600,54800,200
been,53100,53900,200
wanting,52700,54000,300
me,50500,51500,200
this,53800,55000,200
half,53800,55800,300
hour,49200,50600,400
Yours,49300,50500,200
very,52500,53700,200
sincerely,41500,42400,500
M,49800,50800,700
GARDINER,4100,4500,400
The,49700,50700,0
contents,49500,50500,500
of,51000,51800,0
this,54000,55200,200
letter,48000,48700,500
threw,45700,46800,500
Elizabeth,55200,56000,200
into,53100,54100,300
a,49600,50400,100
flutter,14900,15300,700
of,47100,47900,0
spirits,54800,56000,500
in,50800,51500,200
which,56700,57600,200
it,51100,53700,300
was,51200,52200,300
difficult,55300,56200,300
to,50800,51800,200
determine,48000,49000,400
whether,54500,55400,300
pleasure,54500,55900,300
or,50900,51500,100
pain,45200,45900,500
bore,43000,44000,500
the,51800,53000,200
greatest,52500,53600,400
share,55100,56500,300
The,51800,52700,0
vague,19300,22100,600
and,49900,50700,100
unsettled,56500,57600,900
suspicions,50300,51500,300
which,56700,57600,200
uncertainty,52500,55500,700
had,51200,52100,400
produced,45800,47000,800
of,51100,51900,100
what,53300,54500,300
Mr,50400,51000,300
Darcy,52800,54300,300
might,52900,53700,400
have,54300,55500,200
been,53300,54100,200
doing,49500,51000,400
to,50600,51600,200
forward,49800,50600,300
her,50700,51500,500
sister,53900,54700,300
s,48600,49500,200
match,41400,42900,500
which,56300,57200,200
she,51300,52400,300
had,51200,52100,300
feared,39500,40300,500
to,50600,51600,100
encourage,41700,42800,400
as,50400,51400,300
an,50000,50700,200
exertion,50800,51900,600
of,51100,51800,0
goodness,29200,29900,500
too,49200,50500,300
great,54000,54900,300
to,50500,51500,200
be,50800,51700,300
probable,41800,42800,600
and,51900,52600,100
at,51000,51900,200
the,51600,52700,100
same,50100,53000,400
time,52200,53300,400
dreaded,42700,44300,400
to,50600,51600,200
be,50700,51600,200
just,53700,54600,300
from,52900,54300,200
the,51600,52800,100
pain,45000,45700,600
of,51000,51800,0
obligation,27900,30500,600
were,50600,51800,300
proved,47800,48900,400
beyond,52400,53200,400
their,55600,56500,200
greatest,52500,55400,400
extent,48800,49600,500
to,50700,51700,200
be,50700,51600,200
true,49400,50400,400
He,74000,75000,300
had,66100,67100,300
followed,55000,56100,400
them,53500,54400,300
purposely,43300,44500,700
to,50500,51500,200
town,51100,52100,300
he,50600,51700,200
had,51200,52200,200
taken,55600,56300,300
on,50800,51500,200
himself,55500,56600,300
all,51000,51800,300
the,51700,52900,100
trouble,46900,48000,400
and,51600,52300,100
mortification,40700,41600,500
attendant,56600,59300,1100
on,54500,55400,200
such,54400,55300,200
a,49600,50500,100
research,57700,60400,1300
in,50900,51600,200
which,55000,56000,200
supplication,51500,52400,1000
had,51100,52000,300
been,54000,54800,300
necessary,52400,53700,400
to,50700,51800,100
a,49600,50500,100
woman,55100,56000,200
whom,51100,52300,500
he,51000,52000,300
must,54100,54900,200
abominate,56800,58300,2200
and,66800,67700,100
despise,48500,49800,500
and,51700,52500,0
where,52600,54200,300
he,50600,51500,300
was,50900,53800,300
reduced,27700,28400,700
to,50300,51300,200
meet,52600,53700,400
frequently,46800,47900,500
meet,52600,53400,400
reason,50300,51800,400
with,54400,55200,200
persuade,55800,56900,300
and,51900,52700,100
finally,45000,45900,400
bribe,56300,57400,1200
the,51500,52700,100
man,51500,52200,300
whom,52300,53300,400
he,50700,51700,200
always,56600,57800,200
most,51300,52300,400
wished,55400,56500,300
to,50800,51800,200
avoid,49900,50800,300
and,52000,52800,100
whose,53300,54300,400
very,53600,54900,300
name,53400,54500,300
it,50900,51900,300
was,51000,52000,300
punishment,52300,53300,400
to,50600,51600,200
him,51300,52300,300
to,50700,51700,100
pronounce,38700,40300,600
He,51100,52000,200
had,51200,52200,300
done,46100,47200,400
all,51200,51900,300
this,54400,55800,200
for,51400,52300,100
a,49600,50400,100
girl,50500,51300,300
whom,50100,51100,300
he,50700,51700,300
could,53700,54500,300
neither,52300,53100,400
regard,53000,53800,400
nor,50500,51200,200
esteem,41300,42400,400
Her,50400,51200,300
heart,53600,54400,600
did,49700,50600,400
whisper,50400,51200,400
that,56200,57200,200
he,50800,51800,200
had,51300,52300,300
done,46200,47100,400
it,51100,52000,200
for,51500,52400,100
her,50700,51400,400
But,51100,52100,200
it,51300,52200,200
was,51100,52100,300
a,49600,50400,200
hope,52400,53800,400
shortly,43000,44200,600
checked,48300,49300,400
by,51200,52200,100
other,55700,56500,300
considerations,50400,53800,600
and,51700,52500,0
she,51200,53700,300
soon,53600,54400,400
felt,50600,51400,300
that,53500,54600,200
even,48300,49000,400
her,50700,51500,400
vanity,52500,54000,400
was,51200,52300,200
insufficient,50400,51400,300
when,52900,53800,300
required,50800,72600,500
to,50700,51700,200
depend,56000,57000,300
on,50900,51700,100
his,51200,52300,200
affection,52000,52800,400
for,51600,52400,200
her,50800,51600,300
for,51700,52600,100
a,50000,50900,100
woman,55000,58000,200
who,50900,51900,300
had,51400,52300,200
already,56000,57000,200
refused,41300,42200,600
him,51100,54100,300
as,50200,51100,300
able,49100,50000,300
to,50600,51600,200
overcome,49000,50100,300
a,49700,50500,100
sentiment,43100,43800,700
so,50700,51800,200
natural,54700,56100,400
as,50000,51000,200
abhorrence,39300,40300,300
against,55000,56200,400
relationship,43600,45000,800
with,54900,55600,100
Wickham,79800,80700,300
Brother,58400,59200,1100
in,51000,51700,300
law,49200,50100,400
of,51400,52100,100
Wickham,44900,45800,300
Every,50000,51200,200
kind,49900,50800,400
of,51200,51900,100
pride,50800,52000,400
must,54400,55200,200
revolt,58100,59000,1200
from,53600,54700,200
the,51700,52800,100
connection,44100,44900,500
He,49800,50700,200
had,53100,54000,300
to,51100,52200,200
be,50700,51600,200
sure,53800,55100,300
done,46000,46900,400
much,52800,54600,200
She,50300,51400,200
was,51000,52000,200
ashamed,39700,42500,300
to,50600,51600,200
think,55000,56100,400
how,51200,52100,400
much,53600,54500,200
But,51200,54100,200
he,50900,51900,200
had,51300,52300,300
given,52200,53000,400
a,49700,52600,200
reason,50400,51200,500
for,53200,54000,200
his,51200,52200,200
interference,40700,41700,700
which,55000,56000,300
asked,51800,52800,300
no,51200,52100,200
extraordinary,50100,52200,200
stretch,48300,49300,700
of,51200,51900,100
belief,39300,39900,400
It,50900,53000,200
was,51100,52100,300
reasonable,36100,37600,500
that,54400,55300,200
he,50700,51700,300
should,56400,57400,300
feel,48100,49500,400
he,51100,54100,200
had,51500,52500,200
been,81700,82700,400
wrong,66200,67500,300
he,50900,51900,100
had,51400,52300,300
liberality,7700,8200,800
and,48000,48800,100
he,50800,51800,200
had,51000,52000,200
the,51600,52700,100
means,51700,53000,700
of,51100,51900,100
exercising,39900,40800,600
it,51100,52000,200
and,51800,52500,100
though,56800,58100,300
she,51200,52300,300
would,55200,56300,300
not,51600,52600,200
place,57000,58500,300
herself,57500,58900,300
as,50400,51400,200
his,51500,52600,200
principal,54200,55300,300
inducement,49600,50500,500
she,51400,52400,200
could,53600,54400,400
perhaps,57900,58900,200
believe,56700,58000,300
that,54600,55600,200
remaining,47100,48200,500
partiality,47700,49000,500
for,51800,52700,200
her,50700,51500,400
might,53200,54000,400
assist,43500,44500,500
his,51700,52800,200
endeavours,28200,29200,500
in,74900,75700,300
a,66700,67600,100
cause,42400,43200,400
where,52000,53300,300
her,50700,51500,400
peace,44400,45400,500
of,51300,52100,100
mind,53100,53900,300
must,54100,55000,100
be,50800,51800,200
materially,48500,49500,400
concerned,46600,48600,600
It,50900,52200,100
was,51000,52000,300
painful,44900,45700,600
exceedingly,45400,46500,600
painful,44500,45300,500
to,50700,51700,200
know,55700,56900,300
that,54200,55200,100
they,52400,53400,400
were,51200,52300,300
under,56700,57600,100
obligations,42300,43600,400
to,50700,51700,200
a,49700,50600,200
person,54900,55800,300
who,51200,52200,300
could,53700,54600,300
never,53500,54400,300
receive,52600,53900,300
a,49800,50600,100
return,55800,56900,300
They,53100,54400,200
owed,40700,41700,600
the,51600,52800,100
restoration,46100,49400,500
of,51400,52100,0
Lydia,54800,55700,400
her,50700,51500,400
character,55600,56500,400
every,53400,56500,500
thing,54700,55800,200
to,50500,51500,300
him,51400,52500,300
Oh,50400,52000,200
how,50900,51900,400
heartily,50100,51100,600
did,49700,50600,400
she,51500,52500,200
grieve,21300,21900,700
over,52300,53000,400
every,53600,54700,500
ungracious,37700,38600,700
sensation,13800,14300,600
she,48000,49100,300
had,53100,54100,200
ever,52100,53000,500
encouraged,39800,40900,400
every,53500,54600,400
saucy,55600,56800,1300
speech,49900,50700,600
she,51300,52300,200
had,51300,52300,200
ever,52100,52900,400
directed,49000,49900,500
towards,56400,57500,300
him,51400,52400,300
For,50000,50800,200
herself,57400,60600,400
she,51200,52300,200
was,51300,52300,300
humbled,3900,4200,800
but,48400,49200,300
she,51300,54100,200
was,51200,53700,300
proud,53100,54100,400
of,51300,52000,100
him,51400,52400,300
Proud,56100,58900,800
that,54700,55700,100
in,50900,51600,200
a,49700,50600,200
cause,42100,42900,400
of,51500,52200,100
compassion,53900,54800,300
and,52100,52800,100
honour,55800,56700,400
he,50900,51900,300
had,51200,52100,300
been,54200,55000,200
able,49000,50100,200
to,50700,51700,300
get,50700,51600,300
the,53300,54400,100
better,57100,58200,300
of,51200,51900,0
himself,55700,57000,300
She,50500,51600,200
read,52600,53500,300
over,53200,53900,300
her,50800,53400,400
aunt,47900,48700,200
s,48900,50000,300
commendation,48200,49000,400
of,51300,52000,100
him,51500,52600,200
again,53100,54000,300
and,51800,52500,100
again,52600,53400,200
It,50800,51800,200
was,51300,52300,300
hardly,63900,65600,500
enough,87300,88400,200
but,67200,68100,200
it,51100,52100,200
pleased,56800,57900,200
her,50900,51700,400
She,50300,51400,200
was,51000,52000,200
even,49300,50000,400
sensible,56100,57300,400
of,51100,51800,100
some,54500,55900,200
pleasure,54600,56200,400
though,56600,58000,300
mixed,50500,51700,500
with,54700,55500,100
regret,40900,41800,600
on,52600,53400,200
finding,51300,52500,300
how,50900,51800,300
steadfastly,40300,41300,700
both,49700,50600,400
she,51500,52600,200
and,51800,52600,0
her,50800,51600,400
uncle,48300,49600,500
had,51200,52200,200
been,54200,55000,200
persuaded,41900,43100,500
that,54200,55200,100
affection,52000,53100,300
and,52000,52700,100
confidence,46300,47500,600
subsisted,39300,40200,700
between,55800,56700,300
Mr,51000,51700,300
Darcy,54800,56200,200
and,51900,52700,0
herself,57100,58400,400
She,50500,51700,100
was,51200,52200,200
roused,46500,47400,300
from,54200,57200,200
her,50800,51600,400
seat,33000,33700,600
and,51600,52400,0
her,50800,51600,400
reflections,49200,50400,400
by,51400,52500,100
some,54400,55600,200
one,51400,52700,200
s,48700,49700,100
approach,45300,46300,500
and,51700,52400,100
before,57400,58800,300
she,90100,91200,200
could,53800,56800,300
strike,42400,43400,700
into,53400,54400,400
another,55900,56800,100
path,45200,45900,400
she,51500,52600,300
was,51200,52200,200
overtaken,57100,58100,1300
by,51400,52500,100
Wickham,45600,46500,200
I,49700,50700,200
am,50500,51700,100
afraid,55500,56500,400
I,49600,50600,200
interrupt,43200,43800,600
your,53700,54400,300
solitary,30500,31200,600
ramble,31700,32900,1000
my,78500,79800,400
dear,69300,70400,200
sister,53800,54600,400
said,54000,55000,200
he,50900,52000,300
as,50500,51500,300
he,50700,51600,300
joined,51300,52400,400
her,50700,51400,500
You,51900,53000,200
certainly,56000,57600,300
do,50400,51500,300
she,51200,52300,300
replied,58400,59400,300
with,54900,55700,100
a,49700,50500,100
smile,47500,48600,500
but,52900,53700,300
it,51300,52300,200
does,52500,54400,300
not,51300,52300,200
follow,49000,50600,500
that,54300,55300,200
the,51800,52900,100
interruption,42900,43800,600
must,53800,56700,200
be,50800,51800,200
unwelcome,37500,38700,800
I,49600,50600,200
should,56500,57600,300
be,51000,51900,200
sorry,54100,55300,400
indeed,56800,57600,300
if,50000,50800,400
it,51300,52200,200
were,53400,54600,300
We,74400,75800,200
were,51800,52900,200
always,56400,57600,200
good,54200,55100,200
friends,57900,59000,300
and,51900,52700,100
now,51200,52200,300
we,49700,50700,400
are,51200,52200,200
better,56800,57800,200
True,38500,39500,400
Are,47500,48600,200
the,51900,53000,100
others,56100,57200,400
coming,49500,50400,400
out,48700,49600,400
I,49500,50500,200
do,51900,52800,300
not,51400,52500,200
know,54300,55500,300
Mrs,51600,54800,300
Bennet,56800,57900,200
and,51800,52500,100
Lydia,55100,56100,300
are,51000,52100,200
going,52400,55200,300
in,51000,51700,200
the,51700,52800,100
carriage,53200,54400,400
to,50900,52000,200
Meryton,54200,55100,400
And,49300,50000,300
so,51000,52100,200
my,50800,51900,300
dear,54400,55200,200
sister,78400,79300,400
I,64700,65700,200
find,52800,53600,300
from,54000,55200,200
our,51000,51900,300
uncle,48300,49400,500
and,52200,53000,100
aunt,47600,48300,300
that,53900,54800,200
you,51700,52800,300
have,53100,54300,300
actually,56200,57300,400
seen,50600,51500,400
Pemberley,51100,52300,300
She,50600,51700,200
replied,58300,59300,300
in,51000,51600,200
the,90500,91600,200
affirmative,41400,43700,400
I,49500,50600,200
almost,57900,60900,100
envy,16300,16700,800
you,48500,49500,200
the,51900,53000,100
pleasure,54700,56100,300
and,51800,54400,100
yet,48800,49600,300
I,49500,50500,100
believe,57100,58500,300
it,51300,52300,200
would,55100,58000,200
be,51000,51900,200
too,49800,51100,300
much,54000,55100,300
for,52000,52900,200
me,74500,75600,300
or,67500,68100,100
else,52400,53400,300
I,49700,50700,100
could,53900,54800,300
take,53400,54300,200
it,51200,52200,200
in,50800,51500,200
my,50700,53700,200
way,50500,51600,300
to,50700,51700,200
Newcastle,1700,2000,400
And,48000,48600,200
you,51400,54200,100
saw,49400,50600,500
the,52100,53200,100
old,50500,51300,400
housekeeper,46400,47200,600
I,49500,50400,200
suppose,55500,57000,500
Poor,38200,38900,400
Reynolds,14500,15000,500
she,47600,48700,200
was,51400,52400,300
always,56800,58000,200
very,53800,55100,200
fond,51800,52600,300
of,51300,52000,0
me,51000,52000,300
But,51400,52600,200
of,51200,52000,100
course,52000,53000,500
she,51400,52400,300
did,50100,51000,400
not,51300,52300,200
mention,57500,58400,300
my,50600,51700,300
name,54000,55000,300
to,61400,62500,200
you,51500,52400,200
Yes,47700,48900,200
she,51400,52500,200
did,49800,50700,300
And,49200,50000,200
what,53100,54500,400
did,49700,50600,300
she,51100,52200,200
say,50800,53700,300
That,49100,50000,200
you,51500,52400,200
were,51100,52200,300
gone,51200,52500,300
into,52200,53200,300
the,51700,52800,200
army,14100,14400,500
and,47600,48400,100
she,51200,52200,200
was,64600,65600,300
afraid,55500,56600,300
had,51300,52400,300
not,51300,52300,200
turned,54400,55400,400
out,48800,51600,500
well,54700,55900,100
At,49500,50700,200
such,53800,54800,100
a,49900,50800,200
distance,51500,52500,500
as,50500,51400,300
that,54300,55300,200
you,51500,52400,200
know,53400,54700,300
things,52700,53900,400
are,51300,52300,200
strangely,57100,58500,900
misrepresented,68200,69500,500
Certainly,69400,70500,300
he,51000,52000,300
replied,58800,59800,200
biting,58000,61300,2700
his,51700,52800,300
lips,49500,50500,600
Elizabeth,55200,56000,200
hoped,53100,54500,500
she,51300,52400,300
had,51500,52500,300
silenced,58300,59300,900
him,51300,52300,300
but,50900,51700,300
he,50900,51900,200
soon,53900,54800,300
afterwards,52800,54300,300
said,56100,57100,200
I,49700,50800,200
was,51400,52300,300
surprised,51300,52400,500
to,50800,51800,300
see,51000,51900,300
Darcy,53300,54300,300
in,51100,51700,200
town,51800,52600,400
last,54100,55300,300
month,46800,47500,400
We,50000,50700,300
passed,54700,55600,300
each,49000,50100,300
other,55600,56500,200
several,55700,56800,500
times,54200,55800,400
I,49700,50600,200
wonder,82300,83200,500
what,58600,60100,400
he,86000,87100,300
can,84800,85700,400
be,69200,70300,200
doing,50200,51200,400
there,54500,55700,500
Perhaps,54300,55800,300
preparing,46600,47800,500
for,51900,52900,200
his,51700,52800,300
marriage,52400,53800,400
with,55100,55900,100
Miss,51300,52400,400
de,43300,44400,300
Bourgh,46400,47200,400
said,55500,56500,200
Elizabeth,55900,56700,300
It,51100,52000,200
must,54200,57300,100
be,51200,52200,200
something,55800,57000,300
particular,52300,53400,400
to,50800,51800,200
take,53600,54500,300
him,51400,52500,300
there,54800,55900,500
at,51300,52700,200
this,54300,55700,200
time,51600,53300,400
of,51500,52300,100
year,52700,53600,200
Undoubtedly,46400,47600,200
Did,48300,49100,200
you,53300,54300,300
see,51400,52300,300
him,51400,52400,300
while,54200,55500,400
you,51500,52400,300
